gene	category	ancestry	n_haplotypes	S_obs	Q1_uniques	Q2_duplicates	chao2	chao2_ci_lo	chao2_ci_hi	ace	jackknife1	jackknife2	pct_discovered	pct_discovered_ci_lo	pct_discovered_ci_hi	low_confidence_chao2	chao2_ci_widened
HLA-J	novel	EUR	664	195	168	9	1760.64	161.61	1760.64	1708.53	362.75	521.28	11.1	11.1	100.0	False	True
HLA-J	novel	MID	89	33	25	2	187.49	22.78	187.49	108.28	57.72	80.22	17.6	17.6	100.0	False	True
HLA-J	novel	SAS	207	73	64	3	752.37	55.31	752.37	668.94	136.69	197.12	9.7	9.7	100.0	False	True
HLA-J	novel	POOLED	3005	662	582	32	5952.8	585.38	5952.8	7281.13	1243.81	1793.45	11.1	11.1	100.0	False	True
HLA-K	all	AFR	5182	278	218	15	1861.83	238.65	1861.83	2193.1	495.96	698.88	14.9	14.9	100.0	False	True
HLA-K	all	AMR	4515	214	154	12	1201.95	181.55	1201.95	1098.95	367.97	509.91	17.8	17.8	100.0	False	True
HLA-K	all	EAS	2203	113	77	5	705.63	91.34	705.63	439.91	189.97	261.9	16.0	16.0	100.0	False	True
HLA-K	all	EUR	5179	224	167	8	1966.73	189.37	1966.73	1183.6	390.97	549.91	11.4	11.4	100.0	False	True
HLA-K	all	MID	794	61	34	2	349.64	48.76	349.64	168.49	94.96	126.88	17.4	17.4	100.0	False	True
HLA-K	all	SAS	2021	98	60	6	397.85	79.65	397.85	289.05	157.97	211.92	24.6	24.6	100.0	False	True
HLA-K	all	POOLED	19932	737	623	32	6801.21	667.39	6801.21	8148.53	1359.97	1950.91	10.8	10.8	100.0	False	True
HLA-K	known	AFR	2078	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-K	known	AMR	2511	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-K	known	EAS	984	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-K	known	EUR	3350	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-K	known	MID	397	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-K	known	SAS	1252	7	1	0	7.0	6.0	7.0	7.0	8.0	9.0	100.0	100.0	100.0	False	False
HLA-K	known	POOLED	10592	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-K	novel	AFR	3137	271	218	15	1854.63	227.97	1854.63	2186.1	488.93	691.81	14.6	14.6	100.0	False	True
HLA-K	novel	AMR	2032	207	154	12	1194.68	175.5	1194.68	1091.95	360.92	502.79	17.3	17.3	100.0	False	True
HLA-K	novel	EAS	1227	106	77	5	698.42	84.0	698.42	470.19	182.94	254.82	15.2	15.2	100.0	False	True
HLA-K	novel	EUR	1866	217	167	8	1959.13	181.58	1959.13	1176.6	383.91	542.74	11.1	11.1	100.0	False	True
HLA-K	novel	MID	400	54	34	2	342.28	41.26	342.28	169.53	87.91	119.76	15.8	15.8	100.0	False	True
HLA-K	novel	SAS	779	91	59	6	380.71	73.5	380.71	276.01	149.92	202.8	23.9	23.9	100.0	False	True
HLA-K	novel	POOLED	9459	730	623	32	6793.87	649.46	6793.87	8141.53	1352.93	1943.81	10.7	10.7	100.0	False	True
HLA-L	all	AFR	6019	165	135	8	1303.87	131.55	1303.87	1559.15	299.98	426.94	12.7	12.7	100.0	False	True
HLA-L	all	AMR	5404	160	129	12	853.25	130.87	853.25	867.21	288.98	405.94	18.8	18.8	100.0	False	True
HLA-L	all	EAS	2887	82	63	3	743.27	64.21	743.27	656.15	144.98	204.94	11.0	11.0	100.0	False	True
HLA-L	all	EUR	5960	149	125	4	2101.8	118.79	2101.8	1543.56	273.98	394.94	7.1	7.1	100.0	False	True
HLA-L	all	MID	967	43	28	1	434.59	31.07	434.59	316.27	70.97	97.92	9.9	9.9	100.0	False	True
HLA-L	all	SAS	2465	82	61	4	546.94	61.88	546.94	519.85	142.98	199.93	15.0	15.0	100.0	False	True
HLA-L	all	POOLED	23747	558	472	40	3342.68	487.36	3342.68	3976.75	1029.98	1461.95	16.7	16.7	100.0	False	True
HLA-L	known	AFR	2950	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	known	AMR	3705	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	known	EAS	1824	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	known	EUR	4483	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	known	MID	623	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	known	SAS	1465	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	known	POOLED	15086	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-L	novel	AFR	3126	159	135	8	1297.7	127.26	1297.7	1553.15	293.96	420.88	12.3	12.3	100.0	False	True
HLA-L	novel	AMR	1740	154	129	12	846.98	126.07	846.98	861.21	282.93	399.8	18.2	18.2	100.0	False	True
HLA-L	novel	EAS	1084	76	63	3	736.89	57.69	736.89	666.79	138.94	198.83	10.3	10.3	100.0	False	True
HLA-L	novel	EUR	1515	143	125	4	2094.84	115.25	2094.84	1537.56	267.92	388.76	6.8	6.8	100.0	False	True
HLA-L	novel	MID	351	37	28	1	427.88	26.49	427.88	310.27	64.92	91.77	8.6	8.6	100.0	False	True
HLA-L	novel	SAS	1013	76	61	4	540.67	57.61	540.67	674.36	136.94	193.83	14.1	14.1	100.0	False	True
HLA-L	novel	POOLED	8838	552	472	40	3336.48	490.89	3336.48	3970.75	1023.95	1455.85	16.5	16.5	100.0	False	True
HLA-N	all	AFR	6053	54	40	6	187.31	39.31	187.31	176.5	93.99	127.98	28.8	28.8	100.0	False	True
HLA-N	all	AMR	5413	36	24	4	107.99	24.85	107.99	90.49	60.0	79.99	33.3	33.3	100.0	False	True
HLA-N	all	EAS	2913	18	12	1	89.98	11.45	89.98	96.0	30.0	40.99	20.0	20.0	100.0	False	True
HLA-N	all	EUR	5987	37	26	4	121.49	26.69	121.49	149.86	63.0	84.99	30.5	30.5	100.0	False	True
HLA-N	all	MID	969	9	4	0	14.99	6.0	14.99	14.99	13.0	16.99	60.0	60.0	100.0	True	True
HLA-N	all	SAS	2463	18	13	0	95.97	11.11	95.97	138.76	30.99	43.98	18.8	18.8	100.0	True	True
HLA-N	all	POOLED	23844	109	80	7	566.12	87.25	566.12	389.82	189.0	261.99	19.3	19.3	100.0	False	True
HLA-N	known	AFR	4360	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	known	AMR	4478	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	known	EAS	2097	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	known	EUR	5036	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	known	MID	807	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	known	SAS	2040	4	0	0	4.0	3.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	known	POOLED	18857	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-N	novel	AFR	1721	50	40	6	183.26	35.26	183.26	172.5	89.98	123.94	27.3	27.3	100.0	False	True
HLA-N	novel	AMR	972	32	24	4	103.93	21.53	103.93	86.49	55.98	75.94	30.8	30.8	100.0	False	True
HLA-N	novel	EAS	823	14	12	1	85.91	7.82	85.91	92.0	25.99	36.96	16.3	16.3	100.0	False	True
HLA-N	novel	EUR	970	33	26	4	117.41	21.15	117.41	145.86	58.97	80.93	28.1	28.1	100.0	False	True
HLA-N	novel	MID	166	5	4	0	10.96	2.0	10.96	10.96	8.98	12.93	45.6	45.6	100.0	True	True
HLA-N	novel	SAS	431	14	13	0	91.82	7.05	91.82	91.82	26.97	39.91	15.2	15.2	100.0	True	True
HLA-N	novel	POOLED	5090	105	80	7	562.05	82.73	562.05	385.82	184.98	257.96	18.7	18.7	100.0	False	True
HLA-P	all	AFR	6019	140	112	7	1035.85	113.33	1035.85	1351.38	251.98	356.95	13.5	13.5	100.0	False	True
HLA-P	all	AMR	5374	135	115	2	3440.63	107.14	3440.63	3578.1	249.98	362.94	3.9	3.9	100.0	False	True
HLA-P	all	EAS	2896	83	64	6	424.22	63.65	424.22	640.2	146.98	204.94	19.6	19.6	100.0	False	True
HLA-P	all	EUR	5952	166	140	6	1799.06	136.89	1799.06	2292.95	305.98	439.93	9.2	9.2	100.0	False	True
HLA-P	all	MID	954	30	15	1	142.38	22.45	142.38	97.99	44.98	58.96	21.1	21.1	100.0	False	True
HLA-P	all	SAS	2460	77	61	1	1936.74	58.75	1936.74	744.61	137.98	197.93	4.0	4.0	100.0	False	True
HLA-P	all	POOLED	23700	501	432	28	3833.43	443.64	3833.43	4293.18	932.98	1336.95	13.1	13.1	100.0	False	True
HLA-P	known	AFR	3173	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	known	AMR	3236	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	known	EAS	1133	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	known	EUR	4105	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	known	MID	544	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	known	SAS	1338	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	known	POOLED	13553	5	0	0	5.0	5.0	5.0	5.0	5.0	5.0	100.0	100.0	100.0	False	False
HLA-P	novel	AFR	2899	135	112	7	1030.69	107.15	1030.69	1346.38	246.96	351.89	13.1	13.1	100.0	False	True
HLA-P	novel	AMR	2194	130	115	2	3434.74	102.97	3434.74	3573.1	244.95	357.85	3.8	3.8	100.0	False	True
HLA-P	novel	EAS	1782	78	64	6	419.14	59.02	419.14	635.2	141.96	199.9	18.6	18.6	100.0	False	True
HLA-P	novel	EUR	1885	161	140	6	1793.47	130.38	1793.47	2287.95	300.93	434.79	9.0	9.0	100.0	False	True
HLA-P	novel	MID	416	25	15	1	137.23	18.12	137.23	92.99	39.96	53.9	18.2	18.2	100.0	False	True
HLA-P	novel	SAS	1137	72	61	1	1930.86	55.46	1930.86	739.61	132.95	192.84	3.7	3.7	100.0	False	True
HLA-P	novel	POOLED	10334	496	432	28	3828.25	437.57	3828.25	4288.18	927.96	1331.88	13.0	13.0	100.0	False	True
HLA-S	all	AFR	6020	74	49	7	245.47	58.79	245.47	260.29	122.99	164.98	30.1	30.1	100.0	False	True
HLA-S	all	AMR	5356	68	46	4	332.45	52.62	332.45	339.41	113.99	155.98	20.5	20.5	100.0	False	True
HLA-S	all	EAS	2889	47	32	1	558.82	34.28	558.82	580.95	78.99	109.97	8.4	8.4	100.0	False	True
HLA-S	all	EUR	5955	66	47	1	1170.31	50.02	1170.31	390.76	112.99	158.98	5.6	5.6	100.0	False	True
HLA-S	all	MID	966	23	8	2	38.98	18.11	38.98	35.4	30.99	36.98	59.0	59.0	100.0	False	True
HLA-S	all	SAS	2449	41	24	3	136.96	29.77	136.96	220.55	64.99	85.97	29.9	29.9	100.0	False	True
HLA-S	all	POOLED	23681	207	161	16	1017.0	173.1	1017.0	1127.95	367.99	512.98	20.4	20.4	100.0	False	True
HLA-S	known	AFR	5007	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	known	AMR	4169	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	known	EAS	2392	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	known	EUR	4983	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	known	MID	782	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	known	SAS	1939	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	known	POOLED	19305	6	0	0	6.0	6.0	6.0	6.0	6.0	6.0	100.0	100.0	100.0	False	False
HLA-S	novel	AFR	1042	68	49	7	239.34	51.49	239.34	254.29	116.95	158.88	28.4	28.4	100.0	False	True
HLA-S	novel	AMR	1225	62	46	4	326.28	46.57	326.28	333.41	107.96	149.9	19.0	19.0	100.0	False	True
HLA-S	novel	EAS	510	41	32	1	552.0	28.7	552.0	574.95	72.94	103.82	7.4	7.4	100.0	False	True
HLA-S	novel	EUR	1002	60	47	1	1163.4	44.01	1163.4	384.76	106.95	152.86	5.2	5.2	100.0	False	True
HLA-S	novel	MID	186	17	8	2	32.91	11.99	32.91	29.4	24.96	30.9	51.6	51.6	100.0	False	True
HLA-S	novel	SAS	517	35	24	3	130.81	25.07	130.81	214.55	58.95	79.88	26.8	26.8	100.0	False	True
HLA-S	novel	POOLED	4495	201	161	16	1010.85	165.59	1010.85	1121.95	361.96	506.9	19.9	19.9	100.0	False	True
HLA-T	all	AFR	5212	103	77	10	399.39	82.16	399.39	716.8	179.99	246.96	25.8	25.8	100.0	False	True
HLA-T	all	AMR	4531	93	69	7	433.0	73.83	433.0	744.5	161.98	223.96	21.5	21.5	100.0	False	True
HLA-T	all	EAS	2218	47	29	4	152.08	35.85	152.08	191.83	75.99	100.97	30.9	30.9	100.0	False	True
HLA-T	all	EUR	5223	94	70	6	502.26	74.23	502.26	733.75	163.99	227.96	18.7	18.7	100.0	False	True
HLA-T	all	MID	786	26	10	0	70.94	20.25	70.94	52.62	35.99	45.96	36.6	36.6	100.0	True	True
HLA-T	all	SAS	2032	40	25	0	339.85	30.12	339.85	191.18	64.99	89.96	11.8	11.8	100.0	True	True
HLA-T	all	POOLED	20041	298	243	25	1478.92	256.77	1478.92	1642.21	540.99	758.97	20.1	20.1	100.0	False	True
HLA-T	known	AFR	2316	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	known	AMR	2597	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	known	EAS	1275	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	known	EUR	3341	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	known	MID	406	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	known	SAS	1121	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	known	POOLED	11077	7	0	0	7.0	7.0	7.0	7.0	7.0	7.0	100.0	100.0	100.0	False	False
HLA-T	novel	AFR	2941	96	77	10	392.35	74.97	392.35	709.8	172.97	239.93	24.5	24.5	100.0	False	True
HLA-T	novel	AMR	1967	86	69	7	425.9	65.87	425.9	737.5	154.96	216.91	20.2	20.2	100.0	False	True
HLA-T	novel	EAS	953	40	29	4	145.01	28.53	145.01	142.62	68.97	93.92	27.6	27.6	100.0	False	True
HLA-T	novel	EUR	1918	87	70	6	495.12	67.19	495.12	726.75	156.96	220.9	17.6	17.6	100.0	False	True
HLA-T	novel	MID	382	19	10	0	63.88	13.18	63.88	45.62	28.97	38.92	29.7	29.7	100.0	True	True
HLA-T	novel	SAS	918	33	25	0	332.67	23.23	332.67	184.18	57.97	82.92	9.9	9.9	100.0	True	True
HLA-T	novel	POOLED	9097	291	243	25	1471.85	241.67	1471.85	1635.21	533.97	751.93	19.8	19.8	100.0	False	True
HLA-U	all	AFR	5187	86	55	5	388.44	69.17	388.44	349.94	140.99	190.97	22.1	22.1	100.0	False	True
HLA-U	all	AMR	4508	72	47	6	256.04	55.31	256.04	406.07	118.99	159.97	28.1	28.1	100.0	False	True
HLA-U	all	EAS	2216	37	21	2	147.2	27.13	147.2	121.19	57.99	76.97	25.1	25.1	100.0	False	True
HLA-U	all	EUR	5186	81	59	6	371.03	63.59	371.03	556.36	139.99	192.97	21.8	21.8	100.0	False	True
HLA-U	all	MID	798	26	9	2	46.22	20.25	46.99	46.76	34.99	41.97	56.2	55.3	100.0	False	False
HLA-U	all	SAS	2025	34	19	0	204.92	25.63	204.92	113.49	52.99	71.97	16.6	16.6	100.0	True	True
HLA-U	all	POOLED	19958	235	188	14	1497.22	199.81	1497.22	1842.38	422.99	596.97	15.7	15.7	100.0	False	True
HLA-U	known	AFR	1214	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	known	AMR	1131	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	known	EAS	184	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	known	EUR	2043	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	known	MID	264	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	known	SAS	653	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	known	POOLED	5496	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-U	novel	AFR	3999	82	55	5	384.42	64.18	384.42	345.94	136.99	186.96	21.3	21.3	100.0	False	True
HLA-U	novel	AMR	3402	68	47	6	252.03	52.49	252.03	402.07	114.99	155.96	27.0	27.0	100.0	False	True
HLA-U	novel	EAS	2034	33	21	2	143.2	23.93	143.2	119.07	53.99	72.97	23.0	23.0	100.0	False	True
HLA-U	novel	EUR	3191	77	59	6	366.99	58.55	366.99	552.36	135.98	188.95	21.0	21.0	100.0	False	True
HLA-U	novel	MID	537	22	9	2	42.21	16.0	42.21	42.76	30.98	37.96	52.1	52.1	100.0	False	True
HLA-U	novel	SAS	1377	30	19	0	200.88	20.82	200.88	109.49	48.99	67.96	14.9	14.9	100.0	True	True
HLA-U	novel	POOLED	14571	231	188	14	1493.2	192.58	1493.2	1838.38	418.99	592.96	15.5	15.5	100.0	False	True
HLA-V	all	AFR	6018	143	124	3	2705.24	116.36	2705.24	4399.12	266.98	387.94	5.3	5.3	100.0	False	True
HLA-V	all	AMR	5378	125	104	6	1026.17	101.01	1026.17	1195.45	228.98	326.95	12.2	12.2	100.0	False	True
HLA-V	all	EAS	2892	63	51	1	1363.05	47.01	1363.05	1021.87	113.98	163.95	4.6	4.6	100.0	False	True
HLA-V	all	EUR	5961	128	106	5	1251.41	101.98	1251.41	1072.02	233.98	334.95	10.2	10.2	100.0	False	True
HLA-V	all	MID	959	31	18	1	192.83	23.12	192.83	140.64	48.98	65.95	16.1	16.1	100.0	False	True
HLA-V	all	SAS	2458	67	51	2	716.99	51.07	716.99	429.35	117.98	166.94	9.3	9.3	100.0	False	True
HLA-V	all	POOLED	23711	440	380	22	3721.68	388.18	3721.68	4031.8	819.98	1177.95	11.8	11.8	100.0	False	True
HLA-V	known	AFR	3294	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	known	AMR	3875	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	known	EAS	1956	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	known	EUR	4704	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	known	MID	654	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	known	SAS	1607	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	known	POOLED	16125	4	0	0	4.0	4.0	4.0	4.0	4.0	4.0	100.0	100.0	100.0	False	False
HLA-V	novel	AFR	2782	139	124	3	2700.75	112.16	2700.75	4395.12	262.96	383.87	5.1	5.1	100.0	False	True
HLA-V	novel	AMR	1543	121	104	6	1021.75	94.93	1021.75	1191.45	224.93	322.81	11.8	11.8	100.0	False	True
HLA-V	novel	EAS	955	59	51	1	1358.14	44.15	1358.14	1017.87	109.95	159.84	4.3	4.3	100.0	False	True
HLA-V	novel	EUR	1291	124	106	5	1246.73	99.09	1246.73	1068.02	229.92	330.77	9.9	9.9	100.0	False	True
HLA-V	novel	MID	314	27	18	1	188.48	18.94	188.48	136.64	44.94	61.84	14.3	14.3	100.0	False	True
HLA-V	novel	SAS	863	63	51	2	712.5	46.32	712.5	425.35	113.94	162.83	8.8	8.8	100.0	False	True
HLA-V	novel	POOLED	7758	436	380	22	3717.4	372.28	3717.4	4027.8	815.95	1173.86	11.7	11.7	100.0	False	True
HLA-W	all	AFR	5917	216	148	17	860.13	187.07	860.13	1092.7	363.97	494.93	25.1	25.1	100.0	False	True
HLA-W	all	AMR	5364	223	160	11	1386.42	191.18	1386.42	1106.09	382.97	531.92	16.1	16.1	100.0	False	True
HLA-W	all	EAS	2795	115	73	9	410.95	93.09	410.95	370.21	187.97	251.93	28.0	28.0	100.0	False	True
HLA-W	all	EUR	5958	233	174	14	1314.1	195.35	1314.1	1382.25	406.97	566.92	17.7	17.7	100.0	False	True
HLA-W	all	MID	969	65	32	7	138.07	53.01	138.07	148.39	96.97	121.92	47.1	47.1	100.0	False	True
HLA-W	all	SAS	2480	102	65	4	629.91	81.95	629.91	397.19	166.97	227.93	16.2	16.2	100.0	False	True
HLA-W	all	POOLED	23528	686	537	52	3458.66	613.39	3458.66	4332.99	1222.98	1707.94	19.8	19.8	100.0	False	True
HLA-W	known	AFR	899	10	1	1	10.5	8.0	11.0	11.0	11.0	11.0	95.2	90.9	100.0	False	False
HLA-W	known	AMR	1812	10	0	0	10.0	10.0	10.0	10.0	10.0	10.0	100.0	100.0	100.0	False	False
HLA-W	known	EAS	832	9	0	0	9.0	8.0	9.0	9.0	9.0	9.0	100.0	100.0	100.0	False	False
HLA-W	known	EUR	2385	11	1	0	11.0	10.0	11.0	11.0	12.0	13.0	100.0	100.0	100.0	False	False
HLA-W	known	MID	275	8	2	1	9.99	6.0	10.99	10.3	9.99	10.99	80.1	72.8	100.0	False	False
HLA-W	known	SAS	798	10	2	0	11.0	8.0	11.0	11.3	12.0	13.99	90.9	90.9	100.0	True	False
HLA-W	known	POOLED	7015	12	1	0	12.0	11.0	12.0	12.0	13.0	14.0	100.0	100.0	100.0	False	False
HLA-W	novel	AFR	5041	206	147	16	881.15	175.32	881.15	1094.05	352.97	483.92	23.4	23.4	100.0	False	True
HLA-W	novel	AMR	3587	213	160	11	1376.31	179.24	1376.31	1123.1	372.96	521.88	15.5	15.5	100.0	False	True
HLA-W	novel	EAS	1976	106	73	9	401.91	83.17	401.91	376.83	178.96	242.9	26.4	26.4	100.0	False	True
HLA-W	novel	EUR	3625	222	173	14	1290.6	186.04	1290.6	1358.45	394.95	553.87	17.2	17.2	100.0	False	True
HLA-W	novel	MID	699	57	30	6	131.89	43.53	131.89	136.91	86.96	110.9	43.2	43.2	100.0	False	True
HLA-W	novel	SAS	1690	92	63	4	587.83	72.29	587.83	404.29	154.96	213.9	15.7	15.7	100.0	False	True
HLA-W	novel	POOLED	16649	674	536	52	3436.3	600.55	3436.3	4307.82	1209.97	1693.91	19.6	19.6	100.0	False	True
HLA-Y	all	AFR	1310	42	37	1	725.98	29.36	725.98	678.52	78.97	114.92	5.8	5.8	100.0	False	True
HLA-Y	all	AMR	951	29	24	0	304.71	18.31	304.71	272.68	52.97	76.92	9.5	9.5	100.0	True	True
HLA-Y	all	EAS	578	23	16	1	150.78	15.69	150.78	82.39	38.97	53.92	15.3	15.3	100.0	False	True
HLA-Y	all	EUR	533	16	11	1	76.39	9.67	76.39	68.39	26.98	36.94	20.9	20.9	100.0	False	True
HLA-Y	all	MID	140	6	4	0	11.96	3.0	11.96	11.96	9.97	13.91	50.2	50.2	100.0	True	True
HLA-Y	all	SAS	402	9	6	0	23.96	4.0	23.96	41.16	14.99	20.96	37.6	37.6	100.0	True	True
HLA-Y	all	POOLED	3919	99	86	3	1331.35	74.95	1331.35	794.19	184.98	267.94	7.4	7.4	100.0	False	True
HLA-Y	known	AFR	898	2	1	0	2.0	1.0	2.0	2.0	3.0	4.0	100.0	100.0	100.0	False	False
HLA-Y	known	AMR	709	2	0	0	2.0	1.0	2.0	2.0	2.0	2.0	100.0	100.0	100.0	False	False
HLA-Y	known	EAS	480	2	0	0	2.0	2.0	2.0	2.0	2.0	2.0	100.0	100.0	100.0	False	False
HLA-Y	known	EUR	338	2	0	1	2.0	1.0	2.0	2.0	2.0	1.01	100.0	100.0	100.0	False	False
HLA-Y	known	MID	89	1	0	0	1.0	1.0	1.0	1.0	1.0	1.0	100.0	100.0	100.0	False	False
HLA-Y	known	SAS	347	1	0	0	1.0	1.0	1.0	1.0	1.0	1.0	100.0	100.0	100.0	False	False
HLA-Y	known	POOLED	2865	2	0	0	2.0	2.0	2.0	2.0	2.0	2.0	100.0	100.0	100.0	False	False
HLA-Y	novel	AFR	413	40	36	1	686.43	26.9	686.43	643.11	75.91	110.75	5.8	5.8	100.0	False	True
HLA-Y	novel	AMR	243	27	24	0	301.86	16.49	301.86	504.94	50.9	74.7	8.9	8.9	100.0	True	True
HLA-Y	novel	EAS	98	21	16	1	147.69	13.58	147.69	80.39	36.84	51.54	14.2	14.2	100.0	False	True
HLA-Y	novel	EUR	195	14	11	0	68.72	8.14	68.72	81.76	24.94	35.83	20.4	20.4	100.0	True	True
HLA-Y	novel	MID	51	5	4	0	10.88	2.0	10.88	10.88	8.92	12.76	45.9	45.9	100.0	True	True
HLA-Y	novel	SAS	55	8	6	0	22.73	3.49	22.73	40.16	13.89	19.67	35.2	35.2	100.0	True	True
HLA-Y	novel	POOLED	1056	97	86	3	1328.5	74.11	1328.5	792.19	182.92	265.76	7.3	7.3	100.0	False	True
MICA	all	AFR	5706	409	287	29	1828.91	360.08	1828.91	2000.47	695.95	953.86	22.4	22.4	100.0	False	True
MICA	all	AMR	5004	359	246	16	2249.75	312.92	2249.75	2059.07	604.95	834.86	16.0	16.0	100.0	False	True
MICA	all	EAS	2749	222	135	20	677.46	188.54	677.46	685.26	356.95	471.87	32.8	32.8	100.0	False	True
MICA	all	EUR	5713	382	272	14	3023.82	336.7	3023.82	2174.31	653.95	911.86	12.6	12.6	100.0	False	True
MICA	all	MID	932	128	56	9	302.04	108.66	302.04	215.05	183.94	230.85	42.4	42.4	100.0	False	True
MICA	all	SAS	2377	186	118	9	959.23	156.77	959.23	793.72	303.95	412.86	19.4	19.4	100.0	False	True
MICA	all	POOLED	22526	1138	901	70	6936.32	1042.53	6936.32	8517.61	2038.96	2869.89	16.4	16.4	100.0	False	True
MICA	known	AFR	3409	86	16	8	102.0	77.04	102.0	99.82	102.0	109.99	84.3	84.3	100.0	False	True
MICA	known	AMR	3161	95	20	8	119.99	83.82	119.99	120.42	114.99	126.99	79.2	79.2	100.0	False	True
MICA	known	EAS	1471	66	12	10	73.2	58.04	80.22	75.46	77.99	80.0	90.2	82.3	100.0	False	False
